Message	isRefactoring
[PLAT1960] Allow logging to go to log4j instead of stdout. Ignore the   service name   parameter appended by the AI wrapper.	0
expose faculties arrays in function call to enable publication date per faculty	0
XWIKI8090: Including Main.WebHome in a dashboard gadget causes a crash.	0
Fry player health if they venture outside of Junk TARDIS effects	0
still more tests for expand/select tree	0
(1) 8th development snapshot of the new Color Manipulation toolview (2) new RGBChannelDef	0
started to adapt code and packages and so on	0
250980[Hosts] List all the available hosts in the system.	0
ItEr27S06CUAsignacionGrupoRecursosAPlanificacionItEr26S07: Connecting form binder and ResourceAllocationsBeingEdited	0
APEXMALHAR2063 Made window data manager use file system wal	0
Allow Months.from(TemporalAmount) to accept YEARS	0
made accepting different highway values easier	0
Implement main encoder routine	0
Convert to Coverity web services v5 (from v3)	0
HBASE977 Arcane HStoreKey comparator bug	0
Supported ModelMeta and AttributeMeta.	0
CAMEL4596: pollEnrich supports dynamic uris.	0
inmethod grid is updated to work with LocalDateField	0
Ongoing repair unit tests	0
core: Stateful VM Pools implementation	0
UTGgraph updates	0
Test Case for new validator	0
allow generation of .xml.gz files	0
Update StaticBlockService.java	0
checboxes are showing selectively records chart completed	0
Updated reference to package containing test workflows in restflow project.	0
implemented some api	0
AccessoryBean + accessory.xhtml	0
Flattened admin/department sub packages into single package	0
synchronize with local CVS	0
OPENNLP500: Each ToolFactory now uses the ExtensionLoader to instantiate subclasses and implements a protected init method that takes the required arguments. To make it easier to instantiate the tool factory from api we kept the constructor that takes the same arguments internally it calls the init method.	0
storing type information as specified (SPR5556 SPR5562); explicit XML array element in springbeans3.0.xsd (SPR5543)	0
Progress on Data Model Evolution	0
Implementation of Issue #1843 but some tests are still failed.	0
Mavenized OpenWarp	0
configure topology done	0
KARAF2439 Allow to export meta data for bundles	0
HIVE11777 : implement an option to have single ETL strategy for multiple directories (Sergey Shelukhin reviewed by Prasanth Jayachandran)	0
Attempted to turn SVNErrorMessage into an Exception.	0
Builderize the rest of it	0
Integrated handling of durations. (http://tracker.deegree.org/deegreeservices/ticket/301).	0
Use a single command and method for generating training data see issue #210	0
enable import by name	0
HIVE13945 : Decimal value is displayed as rounded when selecting where clause with that decimal value (Sergey Shelukhin reviewed by Ashutosh Chauhan)	0
declared static closeLoggers method in FluentLogger class	0
Lots of ForumDisplay work.	0
434055 : expose ProfileSelectionHandler.execute(shell projects) for JBT	0
Mute the message task when the player has to solve a captcha	0
Raise the minimum supported version of Gradle to 3.4	0
Do not stream video with embedded subtitles not supported by renderer	0
Handle multi failures. Closes #15	0
XCOMMONS932: Grouped job with null path should be executed as non grouped	0
Snapshot from conversion	0
use standard tcp and udp writer for OpenTSDB	0
be a little smarter about the restart if a timer is already running	0
Bug 355341[10.7] TabFolder doesn't look native (selected item's text not inverted)	0
[DS93] Upgrade XMLUI to Cocoon 2.2	0
Asserting more security policies on the outbound side	0
DnD from geocatalog to toc tested and working	0
OS based bundle assembler injection	0
key tracking	0
references	0
prevent JEditorPane from loading images in HTML	0
initial revisions	0
Contribution is not State's subclass anymore	0
[SPARK6955] Perform port retries at NettyBlockTransferService level	0
Another intermediate step.	0
Repo and models to support submission view columns.	0
Get some of the drivefile API tests working	0
refactor storyreporterbuilder usage to be justintime	1
Refactor abstract component classes	1
Refactored for more logical structure	1
support for labels/break/continue refactored switch blocks	1
Refactor data model to use better names	1
refactor(history): make historic external task log tests more robust	1
EMAILPLT70:  Some refactoring to support the DEMO service better	1
ROO2928: Post 1.2.0.RC1 code refactor and clean up  changed ItdTypeDetailsBuilder.addMethod calls to use MethodMetadataBuilder objects rather than MethodMetadata variant to avoid the unecessary conversion from MethodMetdata to MethodMetdataBuilder which happens regardless	1
Add module refactory to multiple small packages	1
Refactoring to keep old signatures	1
Refactored out the coloring. Work on the product configuration.	1
Refactor to use pullshared module.	1
 new analysis strip at the right of the text pane (errors and warnings)  fixed some bugs in the autocompletion (would not complete for only one item)  refactored the multiline tooltip used by the   tips   and analysis strip	1
Refactor DateTimePrinter to take DateTimeFormatSymbols	1
refactor	1
Some refactoring of Check changed under and over to less and greater added value name fields for less and greater checks fixed failed method name reporting fixed bug in identifier check wrote unit tests for all Check methods.	1
[PAXEXAM768] Java 8 refactoring	1
Refactor ListGroups: Move code to format output into command class	1
Monitoring of task status  Refactoring more tests fixing some bugs  more TODO	1
[task #8] Refactor: extract common project property modification code into abstract template class.	1
refactored code	1
minor refactor to create marshalString helper method	1
Database Refactor	1
Minor further refactoring of Theory ParameterSupplier setup	1
OPENNLP483: Refactor the DefaultTokenContextGenerator to make it easier to create a subclass	1
added ability to generate/edit control file content  minor refactor  save auth details on lose focus event	1
[MGN56] Refactor: delete redundant AbstractRedisHistoricalTimeSeriesSource and add appropiate methods to RedisSimulationSeriesSource	1
made proper tests for each category + some refactoring	1
refactor Edge	1
[MIN] some refactorings	1
included review comments and minor refactorings	1
Restructure/refactor package hierarchy	1
refactored XSLContentAssistProcessor	1
works well save for a refactor	1
core: Fixing/refactoring buildAndCheckDestStorageDomains	1
Reflects changes made by RedDeer Refactor RequirementsRunner issue number 1275	1
refactoring and cleaning up SES UI	1
Refactoring: DesignElement mappings loading is done in Java without PLSQL	1
completing the memory > buffered refactor	1
some refactorings	1
OperatorContext refactoring	1
Lab 06_home Stage III & further refactoring.	1
Player Event rescue and package refactor	1
srm: Refactor representation of SURLs and paths	1
Refactor XaLogicalLog to do read apply and write entry in separate code sections.	1
Issue #36: refactoring of help command. Not there yet.	1
Refactoring DropDownMenu/DropDownItem closes #9	1
refactored method name	1
Refactoring	1
Refactored ChiIndexUtils to make it package private. Cleans up public API since it is only used by chi descriptor code. Updated all dependent classes. Moved test code (which needs to be filled in!) as well	1
OPENEJB1076 Allow end users to use ciphered passwords in datasource configuration (openejb.xml). > Avoid code duplication > refactoring > Add a command line tool to use a PasswordCodec	1
Refactoring to be match Camels API.	1
Small refactoring.	1
refactor sql parser.	1
Timer service refactoring	1
Some simple name refactoring	1
Refactor and fix debug according to recent changes	1
Refactored a lot of the other scanner stuff into the partitioner.scanners package and added SQL scanners from Chris Bradford	1
refactor CensusDialog > AbstractDialog	1
Complete refactor removing Google HTTP Client (#131)	1
refactor package op to operaton	1
Minor code/package refactoring for EntityProvider structure	1
Refactoring	1
refactored fixed	1
General refactoring and code tidying	1
refactor out common codes from *APIs	1
set refactoring	1
Refactored away the core TypeStore dependency in M3	1
Refactored EntityMetaDataFactory to EntityTypeFactory	1
graph layout : refactoring (renamed some package and pucshed attribute value classes to values package)	1
small refactorings added hamcrestcollections like MiniApi moved common Expr types to querydslcore	1
Refactor: Moving out a method	1
Minor refactoring packagelevel javadoc pom updates	1
refactor	1
Refactor Header class	1
Refactoring from Interface /  Impl package structure	1
WIP Thrift refactoring:   Replace PageDefinitionMapping with ThriftToReflectionLookup	1
